id,hs_code,issuing_country,country,tariff_type,tariff_rate,effective_date_from,effective_date_to,investigation_period_from,investigation_period_to,company,case_number,product_description,note
1059,7215.50.0065,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1060,7215.50.0065,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1061,7215.50.0090,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1062,7215.50.0090,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1063,7215.50.0090,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1064,7215.90.5000,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1065,7215.90.5000,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1066,7215.90.5000,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1067,7217.10.1000,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1068,7217.10.1000,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1069,7217.10.1000,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1070,7217.10.2000,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1071,7217.10.2000,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1072,7217.10.2000,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1073,7217.10.3000,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1074,7217.10.3000,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1075,7217.10.3000,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1076,7217.10.7000,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1077,7217.10.7000,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1078,7217.10.7000,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1079,7217.90.1000,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1080,7217.90.1000,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1081,7217.90.1000,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1082,7217.90.5030,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1083,7217.90.5030,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1084,7217.90.5030,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1085,7217.90.5060,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1086,7217.90.5060,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1087,7217.90.5060,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1088,7217.90.5090,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1089,7217.90.5090,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1090,7217.90.5090,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1091,7225.19.0000,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1092,7225.19.0000,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1093,7225.19.0000,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1094,7225.50.6000,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1095,7225.50.6000,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1096,7225.50.6000,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1097,7225.50.8080,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1098,7225.50.8080,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1099,7225.50.8080,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1100,7225.99.0090,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1101,7225.99.0090,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1102,7225.99.0090,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1103,7226.19.1000,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1104,7226.19.1000,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1105,7226.19.1000,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1106,7226.19.9000,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1107,7226.19.9000,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1108,7226.19.9000,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1109,7226.92.5000,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1110,7226.92.5000,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1111,7226.92.5000,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1112,7226.92.7050,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1113,7226.92.7050,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1114,7226.92.7050,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1115,7226.92.8050,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1116,7226.92.8050,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1117,7226.92.8050,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1118,7226.99.0180,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1119,7226.99.0180,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1120,7226.99.0180,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1121,7228.50.5015,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1122,7228.50.5015,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1123,7228.50.5015,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1124,7228.50.5040,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1125,7228.50.5040,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1126,7228.50.5040,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1127,7228.50.5070,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1128,7228.50.5070,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1129,7228.50.5070,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1130,7228.60.8000,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1131,7228.60.8000,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1132,7228.60.8000,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1133,7229.90.1000,USA,Korea,Countervailing,2.21,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.21%"
1134,7229.90.1000,USA,Korea,Countervailing,1.47,2025-05-16,,2022-01-01,2022-12-31,POSCO/POSCO International Corporation,C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.47%"
1135,7229.90.1000,USA,Korea,Countervailing,1.73,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd",C-580-882,Certain Cold-Rolled Steel Flat Products,"Final results of AD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 1.73%"
1136,7208.10.1500,USA,Korea,Antidumping,0.89,2025-04-02,,2022-10-01,2023-09-30,Hyundai Steel Company,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 0.89%"
1137,7208.10.1500,USA,Korea,Antidumping,2.27,2025-04-02,,2022-10-01,2023-09-30,POSCO; POSCO International Corporation,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 2.27%"
1138,7208.10.3000,USA,Korea,Antidumping,0.89,2025-04-02,,2022-10-01,2023-09-30,Hyundai Steel Company,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 0.89%"
1139,7208.10.3000,USA,Korea,Antidumping,2.27,2025-04-02,,2022-10-01,2023-09-30,POSCO; POSCO International Corporation,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 2.27%"
1140,7208.10.6000,USA,Korea,Antidumping,0.89,2025-04-02,,2022-10-01,2023-09-30,Hyundai Steel Company,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 0.89%"
1141,7208.10.6000,USA,Korea,Antidumping,2.27,2025-04-02,,2022-10-01,2023-09-30,POSCO; POSCO International Corporation,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 2.27%"
1142,7208.25.3000,USA,Korea,Antidumping,0.89,2025-04-02,,2022-10-01,2023-09-30,Hyundai Steel Company,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 0.89%"
1143,7208.25.3000,USA,Korea,Antidumping,2.27,2025-04-02,,2022-10-01,2023-09-30,POSCO; POSCO International Corporation,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 2.27%"
1144,7208.25.6000,USA,Korea,Antidumping,0.89,2025-04-02,,2022-10-01,2023-09-30,Hyundai Steel Company,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 0.89%"
1145,7208.25.6000,USA,Korea,Antidumping,2.27,2025-04-02,,2022-10-01,2023-09-30,POSCO; POSCO International Corporation,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 2.27%"
1146,7208.26.0030,USA,Korea,Antidumping,0.89,2025-04-02,,2022-10-01,2023-09-30,Hyundai Steel Company,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 0.89%"
1147,7208.26.0030,USA,Korea,Antidumping,2.27,2025-04-02,,2022-10-01,2023-09-30,POSCO; POSCO International Corporation,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 2.27%"
1148,7208.26.0060,USA,Korea,Antidumping,0.89,2025-04-02,,2022-10-01,2023-09-30,Hyundai Steel Company,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 0.89%"
1149,7208.26.0060,USA,Korea,Antidumping,2.27,2025-04-02,,2022-10-01,2023-09-30,POSCO; POSCO International Corporation,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 2.27%"
1150,7208.27.0030,USA,Korea,Antidumping,0.89,2025-04-02,,2022-10-01,2023-09-30,Hyundai Steel Company,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 0.89%"
1151,7208.27.0030,USA,Korea,Antidumping,2.27,2025-04-02,,2022-10-01,2023-09-30,POSCO; POSCO International Corporation,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 2.27%"
1152,7208.27.0060,USA,Korea,Antidumping,0.89,2025-04-02,,2022-10-01,2023-09-30,Hyundai Steel Company,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 0.89%"
1153,7208.27.0060,USA,Korea,Antidumping,2.27,2025-04-02,,2022-10-01,2023-09-30,POSCO; POSCO International Corporation,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 2.27%"
1154,7208.36.0030,USA,Korea,Antidumping,0.89,2025-04-02,,2022-10-01,2023-09-30,Hyundai Steel Company,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 0.89%"
1155,7208.36.0030,USA,Korea,Antidumping,2.27,2025-04-02,,2022-10-01,2023-09-30,POSCO; POSCO International Corporation,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 2.27%"
1156,7208.36.0060,USA,Korea,Antidumping,0.89,2025-04-02,,2022-10-01,2023-09-30,Hyundai Steel Company,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 0.89%"
1157,7208.36.0060,USA,Korea,Antidumping,2.27,2025-04-02,,2022-10-01,2023-09-30,POSCO; POSCO International Corporation,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 2.27%"
1158,7208.37.0030,USA,Korea,Antidumping,0.89,2025-04-02,,2022-10-01,2023-09-30,Hyundai Steel Company,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 0.89%"
1159,7208.37.0030,USA,Korea,Antidumping,2.27,2025-04-02,,2022-10-01,2023-09-30,POSCO; POSCO International Corporation,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 2.27%"
1160,7208.37.0060,USA,Korea,Antidumping,0.89,2025-04-02,,2022-10-01,2023-09-30,Hyundai Steel Company,A-580-883,Certain Hot-Rolled Steel Flat Products,"Final results of AD administrative review; POR Oct 1, 2022–Sep 30, 2023; margins 0.89%"
